# Time	Cd	Cl	Cm
7.071	1.95011	-3.2881e-06	1.04487e-06
7.072	1.9501	-3.29855e-06	1.00342e-06
7.073	1.95011	-3.35199e-06	1.02745e-06
7.074	1.95011	-3.40004e-06	1.02619e-06
7.075	1.9501	-3.28781e-06	9.97411e-07
7.076	1.95011	-3.34555e-06	1.07394e-06
7.077	1.95009	-3.36508e-06	1.00106e-06
7.078	1.9501	-3.4092e-06	1.01213e-06
7.079	1.95009	-3.18699e-06	1.0271e-06
7.08	1.95009	-3.23778e-06	1.00387e-06
7.081	1.95009	-3.21115e-06	1.02478e-06
7.082	1.95009	-3.46403e-06	1.01895e-06
7.083	1.95008	-3.26481e-06	9.88242e-07
7.084	1.95008	-3.42885e-06	1.00753e-06
7.085	1.95009	-3.14519e-06	1.0025e-06
7.086	1.95008	-3.51305e-06	1.01393e-06
7.087	1.95008	-3.16017e-06	1.01606e-06
7.088	1.95008	-3.27666e-06	1.01005e-06
7.089	1.95008	-3.26234e-06	1.03956e-06
7.09	1.95007	-3.38048e-06	9.97816e-07
7.091	1.95007	-3.32208e-06	1.0122e-06
7.092	1.95007	-3.21182e-06	9.81436e-07
7.093	1.95007	-3.40031e-06	1.02025e-06
7.094	1.95006	-3.27452e-06	1.00092e-06
7.095	1.95006	-3.24778e-06	1.00716e-06
7.096	1.95006	-3.2715e-06	1.01049e-06
7.097	1.95006	-3.27607e-06	1.00171e-06
7.098	1.95005	-3.34053e-06	1.01596e-06
7.099	1.95006	-3.25109e-06	1.00541e-06
7.1	1.95005	-3.29062e-06	9.86316e-07
7.101	1.95005	-3.28174e-06	1.04365e-06
7.102	1.95004	-3.32863e-06	9.78769e-07
7.103	1.95005	-3.09759e-06	1.00703e-06
7.104	1.95004	-3.28609e-06	9.71696e-07
7.105	1.95004	-3.01914e-06	1.0237e-06
7.106	1.95004	-3.37755e-06	9.78615e-07
7.107	1.95004	-3.21088e-06	1.0009e-06
7.108	1.95004	-3.22805e-06	1.00109e-06
7.109	1.95003	-3.34861e-06	9.92122e-07
7.11	1.95003	-3.27951e-06	9.96694e-07
7.111	1.95003	-3.18656e-06	1.00295e-06
7.112	1.95003	-3.15761e-06	1.00306e-06
7.113	1.95003	-3.30124e-06	9.90868e-07
7.114	1.95002	-3.22116e-06	9.95744e-07
7.115	1.95002	-3.16221e-06	9.97699e-07
7.116	1.95002	-3.23117e-06	9.93919e-07
7.117	1.95002	-3.24298e-06	9.94434e-07
7.118	1.95002	-3.16379e-06	1.00204e-06
7.119	1.95001	-3.2642e-06	9.88247e-07
7.12	1.95001	-3.18213e-06	9.92125e-07
7.121	1.95001	-3.33537e-06	9.77567e-07
7.122	1.95001	-3.2462e-06	9.92268e-07
7.123	1.95001	-3.17365e-06	9.88919e-07
7.124	1.95	-3.15603e-06	9.91e-07
7.125	1.95	-3.20338e-06	9.82933e-07
7.126	1.95	-3.32005e-06	9.78725e-07
7.127	1.95	-3.15737e-06	9.91557e-07
7.128	1.94999	-3.26905e-06	9.80786e-07
7.129	1.95	-3.16647e-06	1.02609e-06
7.13	1.94999	-3.32238e-06	9.72752e-07
7.131	1.94999	-3.10684e-06	9.87363e-07
7.132	1.94999	-3.22418e-06	9.69715e-07
7.133	1.94999	-3.20052e-06	9.78788e-07
7.134	1.94998	-3.22751e-06	9.47362e-07
7.135	1.94998	-3.06444e-06	9.98963e-07
7.136	1.94998	-3.17743e-06	9.80695e-07
7.137	1.94998	-3.28092e-06	9.40148e-07
7.138	1.94998	-3.09386e-06	9.91915e-07
7.139	1.94997	-3.15965e-06	9.79944e-07
7.14	1.94997	-3.13674e-06	9.82804e-07
7.141	1.94997	-3.26788e-06	9.71988e-07
7.142	1.94997	-3.20654e-06	9.46214e-07
7.143	1.94997	-3.16122e-06	9.88719e-07
7.144	1.94996	-3.1868e-06	9.56169e-07
7.145	1.94996	-3.11048e-06	9.66847e-07
7.146	1.94996	-3.078e-06	9.86158e-07
7.147	1.94996	-3.11981e-06	9.79112e-07
7.148	1.94996	-3.12715e-06	9.76718e-07
7.149	1.94995	-3.20267e-06	9.48872e-07
7.15	1.94995	-3.08646e-06	9.84545e-07
7.151	1.94995	-3.1082e-06	9.79377e-07
7.152	1.94995	-3.1214e-06	9.71165e-07
7.153	1.94995	-3.12398e-06	9.68164e-07
7.154	1.94994	-3.12496e-06	9.72786e-07
7.155	1.94994	-3.24355e-06	9.39249e-07
7.156	1.94994	-3.14545e-06	9.70752e-07
7.157	1.94994	-3.19788e-06	9.67916e-07
7.158	1.94994	-2.99735e-06	9.82313e-07
7.159	1.94993	-3.12106e-06	9.64571e-07
7.16	1.94993	-3.21058e-06	9.63955e-07
7.161	1.94993	-3.06366e-06	9.72469e-07
7.162	1.94993	-3.12027e-06	9.62224e-07
7.163	1.94992	-3.19644e-06	9.61161e-07
7.164	1.94993	-2.90343e-06	9.86039e-07
7.165	1.94992	-3.17441e-06	9.47423e-07
7.166	1.94992	-3.11401e-06	9.65381e-07
7.167	1.94992	-3.04793e-06	9.68543e-07
7.168	1.94992	-3.23736e-06	9.52072e-07
7.169	1.94991	-3.16146e-06	9.5699e-07
7.17	1.94991	-2.94036e-06	9.72345e-07
7.171	1.94991	-3.11464e-06	9.5454e-07
7.172	1.94991	-3.08221e-06	9.59987e-07
7.173	1.94991	-3.08848e-06	9.56598e-07
7.174	1.9499	-3.11942e-06	9.55354e-07
7.175	1.9499	-3.04007e-06	9.63402e-07
7.176	1.9499	-2.93135e-06	9.73773e-07
7.177	1.9499	-3.20901e-06	9.28304e-07
7.178	1.94989	-3.13677e-06	9.46848e-07
7.179	1.9499	-2.91598e-06	9.81773e-07
7.18	1.94989	-3.024e-06	9.46439e-07
7.181	1.94989	-3.13932e-06	9.55041e-07
7.182	1.94989	-3.06843e-06	9.48657e-07
7.183	1.94989	-3.13689e-06	9.45169e-07
7.184	1.94989	-3.07978e-06	9.61478e-07
7.185	1.94988	-2.98501e-06	9.17595e-07
7.186	1.94988	-3.10837e-06	9.25781e-07
7.187	1.94988	-3.05088e-06	9.51706e-07
7.188	1.94988	-3.20233e-06	9.17095e-07
7.189	1.94988	-2.94519e-06	9.64135e-07
7.19	1.94987	-2.99548e-06	8.76248e-07
7.191	1.94987	-2.92563e-06	9.73491e-07
7.192	1.94987	-3.14574e-06	9.41625e-07
7.193	1.94987	-3.0528e-06	9.50668e-07
7.194	1.94987	-3.09053e-06	9.49286e-07
7.195	1.94987	-3.02435e-06	9.50611e-07
7.196	1.94986	-3.10362e-06	9.41901e-07
7.197	1.94986	-3.04044e-06	9.41863e-07
7.198	1.94986	-3.04575e-06	9.48711e-07
7.199	1.94986	-3.07546e-06	9.31956e-07
7.2	1.94986	-3.02804e-06	9.3501e-07
7.201	1.94986	-3.25613e-06	9.69922e-07
7.202	1.94985	-3.04594e-06	9.36358e-07
7.203	1.94985	-2.90543e-06	9.43625e-07
7.204	1.94985	-3.09386e-06	9.36575e-07
7.205	1.94985	-3.13978e-06	9.25279e-07
7.206	1.94984	-3.02793e-06	9.39568e-07
7.207	1.94984	-2.92447e-06	9.02749e-07
7.208	1.94984	-2.96826e-06	9.57422e-07
7.209	1.94984	-3.10722e-06	9.23989e-07
7.21	1.94984	-3.01207e-06	9.36484e-07
7.211	1.94983	-2.9187e-06	9.42167e-07
7.212	1.94983	-3.05936e-06	9.37211e-07
7.213	1.94983	-2.79847e-06	9.54117e-07
7.214	1.94983	-2.94256e-06	9.2799e-07
7.215	1.94983	-3.14932e-06	9.71519e-07
7.216	1.94982	-3.05988e-06	9.31236e-07
7.217	1.94982	-3.0119e-06	9.08548e-07
7.218	1.94982	-2.96522e-06	9.41072e-07
7.219	1.94982	-3.04165e-06	9.79869e-07
7.22	1.94982	-3.03279e-06	9.26692e-07
7.221	1.94981	-2.869e-06	9.25711e-07
7.222	1.94981	-3.04063e-06	9.25443e-07
7.223	1.94981	-2.78386e-06	9.32994e-07
7.224	1.94981	-3.15572e-06	9.68214e-07
7.225	1.94981	-3.15638e-06	9.09983e-07
7.226	1.9498	-2.90178e-06	9.04555e-07
7.227	1.9498	-2.89724e-06	9.35522e-07
7.228	1.94981	-3.05979e-06	9.76849e-07
7.229	1.9498	-3.03314e-06	9.19967e-07
7.23	1.9498	-2.91647e-06	9.18694e-07
7.231	1.9498	-3.01718e-06	9.75507e-07
7.232	1.94979	-2.99201e-06	9.03315e-07
7.233	1.94979	-2.81594e-06	9.10952e-07
7.234	1.94979	-2.82005e-06	9.39291e-07
7.235	1.94979	-2.95778e-06	9.28222e-07
7.236	1.94979	-3.05966e-06	9.2329e-07
7.237	1.94978	-2.93808e-06	9.14494e-07
7.238	1.94978	-2.95454e-06	9.16717e-07
7.239	1.94979	-3.02131e-06	9.54594e-07
7.24	1.94978	-2.97623e-06	9.15317e-07
7.241	1.94977	-2.7939e-06	9.20251e-07
7.242	1.94977	-2.8502e-06	9.02472e-07
7.243	1.94977	-2.82056e-06	9.39184e-07
7.244	1.94977	-2.93349e-06	8.92856e-07
7.245	1.94977	-2.98016e-06	9.1251e-07
7.246	1.94977	-3.01117e-06	9.71754e-07
7.247	1.94976	-2.91867e-06	8.91267e-07
7.248	1.94976	-2.64344e-06	9.28046e-07
7.249	1.94976	-3.04205e-06	9.08005e-07
7.25	1.94976	-2.80204e-06	9.14199e-07
7.251	1.94976	-2.90837e-06	9.19778e-07
7.252	1.94976	-2.9362e-06	9.09806e-07
7.253	1.94975	-2.84619e-06	9.07756e-07
7.254	1.94975	-2.79548e-06	9.02883e-07
7.255	1.94975	-2.94611e-06	9.05189e-07
7.256	1.94975	-2.82463e-06	9.16289e-07
7.257	1.94975	-2.87558e-06	9.16806e-07
7.258	1.94974	-2.75557e-06	9.07164e-07
7.259	1.94974	-2.81855e-06	8.99601e-07
7.26	1.94974	-2.90312e-06	8.98623e-07
7.261	1.94974	-2.65575e-06	9.21498e-07
7.262	1.94973	-2.98827e-06	8.8681e-07
7.263	1.94974	-2.70994e-06	9.037e-07
7.264	1.94973	-2.81378e-06	8.96323e-07
7.265	1.94973	-2.89901e-06	8.9576e-07
7.266	1.94974	-3.02474e-06	9.47773e-07
7.267	1.94973	-2.99119e-06	8.88322e-07
7.268	1.94973	-2.64354e-06	9.13811e-07
7.269	1.94972	-2.81875e-06	8.91285e-07
7.27	1.94973	-2.986e-06	9.40823e-07
7.271	1.94972	-2.8919e-06	8.76769e-07
7.272	1.94972	-2.86311e-06	8.89532e-07
7.273	1.94972	-2.74925e-06	9.1139e-07
7.274	1.94971	-2.95063e-06	8.9059e-07
7.275	1.94971	-2.69842e-06	9.10654e-07
7.276	1.94971	-2.99163e-06	8.93904e-07
7.277	1.94971	-2.84058e-06	9.35901e-07
7.278	1.94971	-2.85929e-06	8.86953e-07
7.279	1.9497	-2.78578e-06	9.10298e-07
7.28	1.9497	-2.66674e-06	8.95649e-07
7.281	1.9497	-2.74019e-06	9.04273e-07
7.282	1.9497	-3.01593e-06	8.80741e-07
7.283	1.9497	-2.66402e-06	9.06667e-07
7.284	1.9497	-2.96803e-06	9.20863e-07
7.285	1.94969	-2.92055e-06	8.70916e-07
7.286	1.94969	-2.55368e-06	9.05979e-07
7.287	1.94969	-2.70852e-06	8.85056e-07
7.288	1.94969	-3.14234e-06	8.9137e-07
7.289	1.94969	-2.95945e-06	8.65914e-07
7.29	1.94968	-2.68408e-06	8.95702e-07
7.291	1.94968	-2.74227e-06	8.92729e-07
7.292	1.94969	-3.02087e-06	9.23639e-07
7.293	1.94968	-2.7459e-06	8.80923e-07
7.294	1.94968	-2.69567e-06	8.65685e-07
7.295	1.94968	-2.70346e-06	9.06515e-07
7.296	1.94967	-2.8142e-06	8.62616e-07
7.297	1.94967	-2.66684e-06	9.03646e-07
7.298	1.94967	-2.76718e-06	8.8323e-07
7.299	1.94967	-2.79266e-06	8.63609e-07
7.3	1.94967	-2.70988e-06	8.80086e-07
7.301	1.94967	-2.83274e-06	8.91e-07
7.302	1.94966	-2.71421e-06	8.80926e-07
7.303	1.94966	-3.16914e-06	8.85853e-07
7.304	1.94966	-3.03609e-06	8.58841e-07
7.305	1.94966	-2.54243e-06	8.94176e-07
7.306	1.94966	-2.836e-06	8.77151e-07
7.307	1.94965	-2.60031e-06	8.92273e-07
7.308	1.94965	-2.78961e-06	8.6022e-07
7.309	1.94965	-2.63552e-06	8.86924e-07
7.31	1.94965	-2.72449e-06	8.56192e-07
7.311	1.94965	-2.71674e-06	8.83752e-07
7.312	1.94964	-2.77245e-06	8.72967e-07
7.313	1.94964	-2.737e-06	8.82928e-07
7.314	1.94964	-2.71172e-06	8.67589e-07
7.315	1.94964	-2.69466e-06	8.86654e-07
7.316	1.94964	-2.95223e-06	8.9619e-07
7.317	1.94963	-2.76594e-06	8.49726e-07
7.318	1.94963	-2.58869e-06	8.76006e-07
7.319	1.94963	-3.17802e-06	8.75669e-07
7.32	1.94963	-2.89001e-06	8.62071e-07
7.321	1.94963	-2.52172e-06	8.92452e-07
7.322	1.94963	-2.74319e-06	8.57154e-07
7.323	1.94963	-2.60659e-06	8.86516e-07
7.324	1.94962	-2.82208e-06	8.59884e-07
7.325	1.94962	-2.69578e-06	8.44661e-07
7.326	1.94962	-2.71088e-06	8.83939e-07
7.327	1.94962	-3.09e-06	8.66597e-07
7.328	1.94962	-2.66882e-06	8.73928e-07
7.329	1.94961	-2.71182e-06	8.61756e-07
7.33	1.94961	-2.64826e-06	8.5229e-07
7.331	1.94961	-2.70521e-06	8.5694e-07
7.332	1.94961	-2.61926e-06	8.94016e-07
7.333	1.9496	-2.91457e-06	8.50453e-07
7.334	1.94961	-2.56819e-06	8.69234e-07
7.335	1.9496	-2.73303e-06	8.60423e-07
7.336	1.9496	-2.90657e-06	8.67369e-07
7.337	1.9496	-2.51125e-06	8.78819e-07
7.338	1.9496	-2.71354e-06	8.46976e-07
7.339	1.9496	-2.89924e-06	8.76194e-07
7.34	1.9496	-2.82134e-06	8.74772e-07
7.341	1.94959	-2.67723e-06	8.47802e-07
7.342	1.94959	-2.44427e-06	8.69378e-07
7.343	1.94959	-2.76895e-06	8.49127e-07
7.344	1.94959	-3.10685e-06	8.51283e-07
7.345	1.94959	-2.58348e-06	8.7629e-07
7.346	1.94958	-2.58285e-06	8.58122e-07
7.347	1.94958	-2.66552e-06	8.39165e-07
7.348	1.94958	-2.79119e-06	8.43972e-07
7.349	1.94958	-2.57771e-06	8.67962e-07
7.35	1.94957	-2.70848e-06	8.42102e-07
7.351	1.94957	-2.66287e-06	8.48826e-07
7.352	1.94957	-2.6498e-06	8.41946e-07
7.353	1.94957	-2.79214e-06	8.50288e-07
7.354	1.94957	-2.60116e-06	8.49897e-07
7.355	1.94957	-2.6229e-06	8.55509e-07
7.356	1.94957	-2.68271e-06	8.6755e-07
7.357	1.94956	-2.55218e-06	8.38735e-07
7.358	1.94956	-2.69643e-06	8.35502e-07
7.359	1.94956	-2.66332e-06	8.55523e-07
7.36	1.94956	-2.67823e-06	8.58144e-07
7.361	1.94956	-2.71103e-06	8.12446e-07
7.362	1.94955	-2.66043e-06	8.47722e-07
7.363	1.94955	-2.51078e-06	8.46488e-07
7.364	1.94955	-2.80761e-06	8.4201e-07
7.365	1.94955	-2.60406e-06	8.39771e-07
7.366	1.94955	-2.74313e-06	8.50723e-07
7.367	1.94955	-2.65166e-06	8.24612e-07
7.368	1.94954	-2.56571e-06	8.39691e-07
7.369	1.94954	-2.50857e-06	8.53158e-07
7.37	1.94954	-2.63984e-06	8.24712e-07
7.371	1.94954	-2.64323e-06	8.40109e-07
7.372	1.94954	-2.49395e-06	8.48596e-07
7.373	1.94953	-2.71843e-06	8.296e-07
7.374	1.94953	-2.76902e-06	8.31508e-07
7.375	1.94953	-2.50262e-06	8.57514e-07
7.376	1.94953	-2.63671e-06	8.24819e-07
7.377	1.94953	-2.71366e-06	8.36003e-07
7.378	1.94953	-2.53402e-06	8.59904e-07
7.379	1.94952	-2.75282e-06	8.37461e-07
7.38	1.94952	-2.53505e-06	8.33762e-07
7.381	1.94952	-2.53588e-06	8.24371e-07
7.382	1.94952	-2.67717e-06	8.53435e-07
7.383	1.94952	-2.60664e-06	8.27701e-07
7.384	1.94952	-2.73035e-06	8.2655e-07
7.385	1.94951	-2.53592e-06	8.5638e-07
7.386	1.94951	-2.72202e-06	8.18923e-07
7.387	1.94951	-2.48174e-06	8.30189e-07
7.388	1.94951	-2.72968e-06	8.27054e-07
7.389	1.94951	-2.72781e-06	8.19291e-07
7.39	1.9495	-2.57535e-06	8.27034e-07
7.391	1.9495	-2.65889e-06	8.14922e-07
7.392	1.9495	-2.61663e-06	8.38417e-07
7.393	1.9495	-2.39561e-06	8.41864e-07
7.394	1.9495	-2.70901e-06	8.14852e-07
7.395	1.9495	-2.5769e-06	8.50064e-07
7.396	1.94949	-2.64246e-06	8.15471e-07
7.397	1.94949	-2.55048e-06	8.22204e-07
7.398	1.94949	-2.82269e-06	8.29634e-07
7.399	1.94949	-2.30268e-06	8.35513e-07
7.4	1.94949	-2.6894e-06	8.21982e-07
7.401	1.94949	-2.55071e-06	8.31731e-07
7.402	1.94948	-2.61949e-06	8.17466e-07
7.403	1.94948	-2.49226e-06	8.53748e-07
7.404	1.94948	-2.90693e-06	7.90039e-07
7.405	1.94948	-2.40075e-06	8.37277e-07
7.406	1.94948	-2.64261e-06	8.11656e-07
7.407	1.94948	-2.50561e-06	8.45848e-07
7.408	1.94947	-2.63486e-06	8.16562e-07
7.409	1.94947	-2.51715e-06	7.96583e-07
7.41	1.94947	-2.50258e-06	8.00898e-07
7.411	1.94947	-2.78189e-06	8.30944e-07
7.412	1.94946	-2.57285e-06	8.1328e-07
7.413	1.94947	-2.75651e-06	8.56655e-07
7.414	1.94946	-2.36506e-06	8.26362e-07
7.415	1.94946	-2.52604e-06	8.28906e-07
7.416	1.94946	-2.55888e-06	8.13545e-07
7.417	1.94946	-2.63285e-06	8.22456e-07
7.418	1.94946	-2.44746e-06	8.03269e-07
7.419	1.94945	-2.63744e-06	8.38121e-07
7.42	1.94945	-2.46783e-06	8.1657e-07
7.421	1.94945	-2.52785e-06	8.18597e-07
7.422	1.94945	-2.56277e-06	8.09339e-07
7.423	1.94945	-2.47454e-06	8.13073e-07
7.424	1.94944	-2.6649e-06	8.10937e-07
7.425	1.94944	-2.45085e-06	8.18783e-07
7.426	1.94944	-2.62184e-06	8.0173e-07
7.427	1.94944	-2.64625e-06	8.04891e-07
7.428	1.94944	-2.33559e-06	8.15094e-07
7.429	1.94944	-2.61087e-06	8.04032e-07
7.43	1.94943	-2.79885e-06	7.98877e-07
7.431	1.94943	-2.40173e-06	8.08037e-07
7.432	1.94943	-2.44379e-06	8.28912e-07
7.433	1.94943	-2.59345e-06	7.98841e-07
7.434	1.94943	-2.49747e-06	8.00368e-07
7.435	1.94943	-2.50545e-06	8.19747e-07
7.436	1.94942	-2.56777e-06	7.66522e-07
7.437	1.94942	-2.26673e-06	7.92808e-07
7.438	1.94942	-2.55937e-06	8.05519e-07
7.439	1.94942	-2.4463e-06	8.0692e-07
7.44	1.94942	-2.68596e-06	8.06496e-07
7.441	1.94942	-2.44329e-06	7.98223e-07
7.442	1.94942	-2.59073e-06	8.19235e-07
7.443	1.94941	-2.46201e-06	7.9584e-07
7.444	1.94941	-2.97442e-06	8.0495e-07
7.445	1.94941	-2.37976e-06	7.97018e-07
7.446	1.94941	-2.46916e-06	8.00896e-07
7.447	1.9494	-2.55446e-06	8.06082e-07
7.448	1.9494	-2.39837e-06	7.95462e-07
7.449	1.9494	-2.23024e-06	8.1351e-07
7.45	1.9494	-2.52487e-06	7.93184e-07
7.451	1.9494	-2.47292e-06	8.22199e-07
7.452	1.9494	-2.59795e-06	7.82384e-07
7.453	1.9494	-2.43447e-06	7.96822e-07
7.454	1.94939	-2.47169e-06	7.92979e-07
7.455	1.94939	-2.38492e-06	8.17731e-07
7.456	1.94939	-2.71143e-06	7.77133e-07
7.457	1.94939	-2.36851e-06	7.90981e-07
7.458	1.94939	-2.40438e-06	8.16794e-07
7.459	1.94939	-2.4844e-06	7.90573e-07
7.46	1.94938	-2.61713e-06	7.80964e-07
7.461	1.94938	-2.54677e-06	7.83954e-07
7.462	1.94938	-2.39e-06	8.09005e-07
7.463	1.94938	-2.49196e-06	7.96615e-07
7.464	1.94938	-2.61585e-06	7.81981e-07
7.465	1.94937	-2.5446e-06	7.80287e-07
7.466	1.94937	-2.34744e-06	8.00128e-07
7.467	1.94937	-2.46214e-06	7.77069e-07
7.468	1.94937	-2.60632e-06	7.78971e-07
7.469	1.94937	-2.54368e-06	7.68865e-07
7.47	1.94937	-2.44313e-06	7.8553e-07
7.471	1.94937	-2.43138e-06	7.92608e-07
7.472	1.94936	-2.56295e-06	7.72399e-07
7.473	1.94936	-2.49596e-06	7.69022e-07
7.474	1.94936	-2.40004e-06	7.77965e-07
7.475	1.94936	-2.44818e-06	7.83967e-07
7.476	1.94936	-2.54883e-06	7.72144e-07
7.477	1.94935	-2.47469e-06	7.65387e-07
7.478	1.94935	-2.34337e-06	7.87957e-07
7.479	1.94935	-2.58493e-06	7.81632e-07
7.48	1.94935	-2.53869e-06	7.63003e-07
7.481	1.94935	-2.45185e-06	7.78249e-07
7.482	1.94935	-2.36387e-06	7.89895e-07
7.483	1.94934	-2.51981e-06	7.80081e-07
7.484	1.94934	-2.41152e-06	7.6608e-07
7.485	1.94934	-2.54774e-06	7.77798e-07
7.486	1.94934	-2.47958e-06	7.77978e-07
7.487	1.94934	-2.49049e-06	7.717e-07
7.488	1.94934	-2.34221e-06	7.98104e-07
7.489	1.94933	-2.61014e-06	7.46657e-07
7.49	1.94933	-2.15267e-06	7.84449e-07
7.491	1.94933	-2.62764e-06	7.49674e-07
7.492	1.94933	-2.28442e-06	7.51335e-07
7.493	1.94933	-2.39142e-06	7.53844e-07
7.494	1.94933	-2.15446e-06	7.8317e-07
7.495	1.94933	-2.50228e-06	7.79347e-07
7.496	1.94932	-2.79566e-06	7.84057e-07
7.497	1.94932	-2.33199e-06	7.54115e-07
7.498	1.94932	-2.36493e-06	7.77684e-07
7.499	1.94932	-2.46763e-06	7.68866e-07
7.5	1.94932	-2.40382e-06	7.58198e-07
7.501	1.94932	-2.41194e-06	7.76338e-07
7.502	1.94931	-2.46021e-06	7.68341e-07
7.503	1.94931	-2.42485e-06	7.7118e-07
7.504	1.94931	-2.43225e-06	7.67162e-07
7.505	1.94931	-2.41057e-06	7.72716e-07
7.506	1.94931	-2.44463e-06	7.60028e-07
7.507	1.9493	-2.3825e-06	7.59413e-07
7.508	1.9493	-2.44946e-06	7.72769e-07
7.509	1.9493	-2.35884e-06	7.52819e-07
7.51	1.9493	-2.55903e-06	7.58981e-07
7.511	1.9493	-2.35304e-06	7.58476e-07
7.512	1.9493	-2.62122e-06	7.31824e-07
7.513	1.94929	-2.32347e-06	7.64794e-07
7.514	1.94929	-2.36603e-06	7.76826e-07
7.515	1.94929	-2.45415e-06	7.57493e-07
7.516	1.94929	-2.41266e-06	7.65523e-07
7.517	1.94929	-2.34326e-06	7.73511e-07
7.518	1.94929	-2.50972e-06	7.59135e-07
7.519	1.94928	-2.41567e-06	7.48291e-07
7.52	1.94928	-2.36881e-06	7.68697e-07
7.521	1.94928	-2.31411e-06	7.46559e-07
7.522	1.94928	-2.41564e-06	7.49454e-07
7.523	1.94928	-2.37339e-06	7.45807e-07
7.524	1.94928	-2.38893e-06	7.61516e-07
7.525	1.94927	-2.59025e-06	7.16676e-07
7.526	1.94927	-2.24676e-06	7.533e-07
7.527	1.94927	-2.42123e-06	7.59971e-07
7.528	1.94927	-2.25046e-06	7.79159e-07
7.529	1.94927	-2.50163e-06	7.2873e-07
7.53	1.94927	-2.24408e-06	7.83381e-07
7.531	1.94927	-2.34128e-06	7.57415e-07
7.532	1.94926	-2.6054e-06	7.28493e-07
7.533	1.94926	-2.14352e-06	7.73033e-07
7.534	1.94926	-2.3823e-06	7.55013e-07
7.535	1.94926	-2.63722e-06	7.22494e-07
7.536	1.94926	-2.19228e-06	7.37682e-07
7.537	1.94926	-2.35674e-06	7.47847e-07
7.538	1.94925	-2.33478e-06	7.45251e-07
7.539	1.94925	-2.34532e-06	7.39787e-07
7.54	1.94925	-2.34538e-06	7.39441e-07
7.541	1.94925	-2.34842e-06	7.39067e-07
7.542	1.94925	-2.41859e-06	7.41501e-07
7.543	1.94925	-2.43358e-06	7.39464e-07
7.544	1.94924	-2.28039e-06	7.35927e-07
7.545	1.94924	-2.38575e-06	7.42315e-07
7.546	1.94924	-2.33682e-06	7.37854e-07
7.547	1.94924	-2.42614e-06	7.38789e-07
7.548	1.94924	-2.39629e-06	7.39113e-07
7.549	1.94924	-2.39393e-06	7.41421e-07
7.55	1.94923	-2.41487e-06	7.33343e-07
7.551	1.94923	-2.37569e-06	7.41454e-07
7.552	1.94923	-2.36667e-06	7.44974e-07
7.553	1.94923	-2.40279e-06	7.40081e-07
7.554	1.94923	-2.34191e-06	7.60524e-07
7.555	1.94923	-2.44802e-06	7.36183e-07
7.556	1.94922	-2.3452e-06	7.38529e-07
7.557	1.94922	-2.26832e-06	7.35939e-07
7.558	1.94922	-2.56294e-06	7.33505e-07
7.559	1.94922	-2.17189e-06	7.57453e-07
7.56	1.94922	-2.23229e-06	7.61357e-07
7.561	1.94921	-2.79815e-06	7.18422e-07
7.562	1.94922	-2.05772e-06	7.35956e-07
7.563	1.94921	-2.34141e-06	7.2996e-07
7.564	1.94921	-2.37353e-06	7.21806e-07
7.565	1.94921	-2.24116e-06	7.63332e-07
7.566	1.94921	-2.46137e-06	7.29449e-07
7.567	1.94921	-2.44685e-06	7.26283e-07
7.568	1.9492	-2.38053e-06	7.20875e-07
7.569	1.94921	-2.0048e-06	7.75076e-07
7.57	1.9492	-2.38565e-06	7.40299e-07
7.571	1.9492	-2.42445e-06	7.22912e-07
7.572	1.9492	-2.36008e-06	7.38776e-07
7.573	1.9492	-2.30278e-06	7.37676e-07
7.574	1.9492	-2.361e-06	7.30212e-07
7.575	1.94919	-2.22297e-06	7.60193e-07
7.576	1.94919	-2.4736e-06	6.93658e-07
7.577	1.94919	-2.30628e-06	7.41775e-07
7.578	1.94919	-2.15012e-06	7.59131e-07
7.579	1.94919	-2.7779e-06	7.02102e-07
7.58	1.94919	-2.07479e-06	7.14507e-07
7.581	1.94918	-2.37818e-06	7.33303e-07
7.582	1.94918	-2.28076e-06	7.29652e-07
7.583	1.94918	-2.47801e-06	7.29024e-07
7.584	1.94918	-2.22695e-06	7.07528e-07
7.585	1.94918	-2.48108e-06	7.00258e-07
7.586	1.94918	-2.12465e-06	7.10878e-07
7.587	1.94918	-2.69856e-06	7.49015e-07
7.588	1.94917	-2.1852e-06	7.04671e-07
7.589	1.94917	-2.20202e-06	7.37207e-07
7.59	1.94917	-2.42438e-06	6.98865e-07
7.591	1.94917	-2.19765e-06	7.2696e-07
7.592	1.94917	-2.19973e-06	7.53804e-07
7.593	1.94916	-2.36374e-06	7.07952e-07
7.594	1.94916	-2.28582e-06	7.33018e-07
7.595	1.94916	-2.40166e-06	7.02018e-07
7.596	1.94916	-2.27257e-06	7.32971e-07
7.597	1.94916	-2.21676e-06	7.52392e-07
7.598	1.94916	-2.42391e-06	7.16672e-07
7.599	1.94915	-2.25646e-06	6.94806e-07
7.6	1.94916	-2.14803e-06	7.56856e-07
7.601	1.94915	-2.38027e-06	7.11133e-07
7.602	1.94916	-2.0403e-06	7.38915e-07
7.603	1.94915	-2.04628e-06	7.33403e-07
7.604	1.94915	-2.64029e-06	7.2587e-07
7.605	1.94915	-2.09862e-06	7.34982e-07
7.606	1.94914	-2.1334e-06	7.23203e-07
7.607	1.94914	-2.39394e-06	7.07527e-07
7.608	1.94914	-2.27275e-06	7.28541e-07
